Time_s,CTSresistance,HeartRate,OxygenSaturation,CoreTemperature,RespirationRate,FatigueLevel,TotalWorkRateLevel,AchievedExerciseLevel,TotalMetabolicRate_W,CardiacOutput,SBP,DBP,SweatRate,MuscleGlycogen
44.0,0,158.84,0.9836,36.94,29.13,0.0,0.35,1.0,434.18,8.79,111.8,84.3,0.0,592.18
45.0,0,159.53,0.9835,36.94,29.13,0.0,0.35,1.0,434.18,8.71,112.4,84.7,0.0,592.18
46.0,0,159.82,0.9832,36.94,29.13,0.0,0.35,1.0,434.18,8.66,112.7,85.1,0.0,592.18
47.0,0,159.9,0.9828,36.94,29.13,0.0,0.35,1.0,434.18,8.64,113.0,85.4,0.0,592.18
48.0,0,159.85,0.9825,36.95,28.85,0.0,0.35,1.0,434.18,8.63,113.2,85.6,0.0,592.18
49.0,0,159.67,0.982,36.95,28.85,0.0,0.35,1.0,434.18,8.62,113.4,85.9,0.0,592.18
50.0,0,159.4,0.9815,36.95,28.85,0.0,0.35,1.0,434.18,8.62,113.6,86.1,0.0,592.18
51.0,0,159.19,0.981,36.95,28.57,0.0,0.35,1.0,434.18,8.61,113.7,86.2,0.0,592.18
52.0,0,158.89,0.9804,36.95,28.57,0.0,0.35,1.0,434.18,8.6,113.8,86.4,0.0,592.18
53.0,0,158.54,0.98,36.95,28.3,0.0,0.35,1.0,434.18,8.58,113.8,86.5,0.0,592.18
54.0,0,158.36,0.9793,36.95,28.3,0.0,0.35,1.0,434.18,8.58,113.8,86.5,0.0,592.18
55.0,0,158.0,0.9787,36.95,28.3,0.0,0.35,1.0,434.18,8.56,113.8,86.6,0.0,592.18
56.0,0,157.86,0.9783,36.95,28.3,0.0,0.35,1.0,434.18,8.55,113.8,84.8,0.0,592.18
57.0,0,157.64,0.9777,36.95,28.04,0.0,0.35,1.0,434.18,8.77,112.7,84.1,0.0,592.18
58.0,0,157.76,0.9773,36.95,28.04,0.0,0.35,1.0,434.18,8.83,113.0,84.2,0.0,592.17
59.0,0,157.52,0.9767,36.96,27.78,0.0,0.35,1.0,434.18,8.9,113.6,84.7,0.0,592.17
60.0,0,157.28,0.9763,36.96,27.78,0.0,0.35,1.0,434.18,8.93,114.0,84.9,0.0,592.17
61.0,0,156.73,0.9757,36.96,27.52,0.0,0.35,1.0,434.18,8.95,114.4,85.3,0.0,592.17
62.0,0,156.39,0.9753,36.96,27.52,0.0,0.35,1.0,434.18,8.95,114.6,85.5,0.0,592.17
63.0,0,155.9,0.9749,36.96,27.52,0.0,0.35,1.0,434.18,8.95,114.8,85.7,0.0,592.17
64.0,0,155.61,0.9745,36.96,27.52,0.0,0.35,1.0,434.18,8.95,114.9,85.8,0.0,592.17
65.0,0,155.31,0.9741,36.96,27.52,0.0,0.35,1.0,434.18,8.94,114.9,85.9,0.0,592.17
66.0,0,155.11,0.9738,36.96,27.27,0.0,0.35,1.0,434.18,8.93,114.9,85.9,0.0,592.17
67.0,0,154.98,0.9734,36.96,27.27,0.0,0.35,1.0,434.18,8.92,114.9,85.9,0.0,592.17
68.0,0,154.84,0.9731,36.96,27.03,0.0,0.35,1.0,434.18,8.91,114.9,85.9,0.0,592.17
69.0,0,154.8,0.9728,36.97,27.03,0.0,0.35,1.0,434.18,8.91,114.9,85.9,0.0,592.17
70.0,0,154.71,0.9726,36.97,27.03,0.0,0.35,1.0,434.18,8.91,114.9,85.9,0.0,592.17
71.0,0,154.69,0.9722,36.97,27.03,0.0,0.35,1.0,434.18,8.91,114.9,86.0,0.0,592.17
72.0,0,154.63,0.972,36.97,26.79,0.0,0.35,1.0,434.18,8.91,114.9,86.0,0.0,592.17
73.0,0,154.6,0.9717,36.97,26.79,0.0,0.35,1.0,434.18,8.91,115.0,86.0,0.0,592.17
74.0,0,154.58,0.9715,36.97,26.79,0.0,0.35,1.0,434.18,8.91,115.0,86.1,0.0,592.17
75.0,0,154.51,0.9712,36.97,26.79,0.0,0.35,1.0,434.18,8.92,115.1,86.1,0.0,592.17
76.0,0,154.53,0.9711,36.97,26.79,0.0,0.35,1.0,434.18,8.92,115.2,86.2,0.0,592.17
77.0,0,154.44,0.9708,36.97,26.55,0.0,0.35,1.0,434.18,8.92,115.2,86.3,0.0,592.16
78.0,0,154.49,0.9706,36.97,26.55,0.0,0.35,1.0,434.18,8.93,115.3,86.3,0.0,592.16
79.0,0,154.42,0.9705,36.98,26.55,0.0,0.35,1.0,434.18,8.93,115.4,86.4,0.0,592.16
80.0,0,154.46,0.9703,36.98,26.55,0.0,0.35,1.0,434.18,8.94,115.4,86.4,0.0,592.16
81.0,0,154.43,0.9701,36.98,26.55,0.0,0.35,1.0,434.18,8.94,115.5,86.5,0.0,592.16
82.0,0,154.44,0.9699,36.98,26.55,0.0,0.35,1.0,434.18,8.95,115.6,86.5,0.0,592.16
83.0,0,154.47,0.9698,36.98,26.55,0.0973,0.3071,0.8773,434.18,8.95,115.7,86.5,0.0,592.16
84.0,0,154.45,0.9697,36.98,26.32,0.1,0.3068,0.8766,434.18,8.96,115.7,86.6,0.0,592.16
85.0,0,154.53,0.9695,36.98,26.32,0.1004,0.3063,0.8753,434.18,8.97,115.8,86.6,0.0,592.16
86.0,0,154.5,0.9694,36.98,26.32,0.1,0.3068,0.8767,434.18,8.97,115.8,86.7,0.0,592.16
87.0,0,154.61,0.9692,36.98,26.32,0.1004,0.3064,0.8753,434.18,8.98,115.9,86.7,0.0,592.16
88.0,0,154.59,0.9691,36.99,26.32,0.1,0.3068,0.8767,434.18,8.98,116.0,86.8,0.0,592.16
89.0,0,154.68,0.9689,36.99,26.32,0.1004,0.3064,0.8753,434.18,8.99,116.0,86.8,0.0,592.16
90.0,0,154.7,0.9689,36.99,26.32,0.1,0.3068,0.8767,434.18,9.0,116.1,86.8,0.0,592.16
91.0,0,154.74,0.9687,36.99,26.32,0.1004,0.3064,0.8753,434.18,9.01,116.2,86.9,0.0,592.16
92.0,0,154.8,0.9686,36.99,26.32,0.0999,0.3069,0.8767,434.18,9.01,116.2,86.9,0.0,592.16
93.0,0,154.81,0.9685,36.99,26.32,0.1003,0.3064,0.8754,434.18,9.02,116.3,87.0,0.0,592.16
94.0,0,154.91,0.9684,36.99,26.32,0.0999,0.3069,0.8768,434.18,9.03,116.3,87.0,0.0,592.16
95.0,0,154.91,0.9683,36.99,26.09,0.1003,0.3064,0.8754,434.18,9.03,116.4,87.0,0.0,592.15
96.0,0,155.0,0.9682,36.99,26.09,0.0999,0.3069,0.8768,434.18,9.04,116.4,87.0,0.0,592.15
97.0,0,155.04,0.9681,36.99,26.09,0.1003,0.3064,0.8754,434.18,9.05,116.5,87.1,0.0,592.15
98.0,0,155.1,0.968,37.0,26.09,0.0999,0.3069,0.8768,434.18,9.05,116.5,87.1,0.0,592.15
99.0,0,155.19,0.9679,37.0,26.09,0.1003,0.3064,0.8754,434.18,9.06,116.6,87.1,0.0,592.15
100.0,0,155.21,0.9679,37.0,26.09,0.0999,0.3069,0.8768,434.18,9.07,116.7,87.2,0.0,592.15
101.0,0,155.34,0.9677,37.0,26.09,0.1003,0.3064,0.8754,434.18,9.08,116.7,87.2,0.0,592.15
102.0,0,155.33,0.9677,37.0,26.09,0.0999,0.3069,0.8768,434.18,9.08,116.8,87.2,0.0,592.15
103.0,0,155.46,0.9675,37.0,26.09,0.1003,0.3064,0.8754,434.18,9.09,116.8,87.2,0.0,592.15
104.0,0,155.46,0.9675,37.0,26.09,0.0999,0.3069,0.8768,434.18,9.1,116.9,87.3,0.0,592.15
105.0,0,155.56,0.9674,37.0,26.09,0.1003,0.3064,0.8754,434.18,9.11,116.9,87.3,0.0,592.15
106.0,0,155.6,0.9674,37.0,26.09,0.0999,0.3069,0.8768,434.18,9.11,117.0,87.3,0.0,592.15
107.0,0,155.64,0.9673,37.0,26.09,0.1003,0.3064,0.8754,434.18,9.12,117.0,87.4,0.0,592.15
108.0,0,155.73,0.9672,37.01,26.09,0.0999,0.3069,0.8768,434.18,9.12,117.1,87.4,0.0,592.15
109.0,0,155.74,0.9672,37.01,26.09,0.1003,0.3064,0.8754,434.18,9.13,117.1,87.4,0.0,592.15
110.0,0,155.84,0.9671,37.01,26.09,0.0999,0.3069,0.8768,434.18,9.13,117.1,87.4,0.0,592.15
111.0,0,155.85,0.9671,37.01,26.09,0.1003,0.3064,0.8754,434.18,9.14,117.2,87.4,0.0,592.15
112.0,0,155.93,0.967,37.01,26.09,0.0999,0.3069,0.8767,434.18,9.15,117.2,87.5,0.0,592.15
113.0,0,155.98,0.967,37.01,26.09,0.1003,0.3064,0.8753,434.18,9.15,117.3,87.5,0.0,592.14
114.0,0,156.02,0.9669,37.01,26.09,0.1,0.3068,0.8767,434.18,9.16,117.3,87.5,0.0,592.14
115.0,0,156.12,0.9668,37.01,26.09,0.1004,0.3064,0.8753,434.18,9.16,117.3,87.5,0.0,592.14
116.0,0,156.12,0.9668,37.01,26.09,0.1,0.3068,0.8766,434.18,9.17,117.4,87.5,0.0,592.14
117.0,0,156.25,0.9667,37.02,26.09,0.1004,0.3063,0.8753,434.18,9.17,117.4,87.5,0.0,592.14
118.0,0,156.24,0.9667,37.02,26.09,0.1,0.3068,0.8766,434.18,9.18,117.4,87.6,0.0,592.14
119.0,0,156.37,0.9666,37.02,26.09,0.1004,0.3063,0.8752,434.18,9.18,117.5,87.6,0.0,592.14
120.0,0,156.38,0.9666,37.02,26.09,0.1001,0.3068,0.8765,434.18,9.19,117.5,87.6,0.0,592.14
121.0,0,156.46,0.9665,37.02,26.09,0.1005,0.3063,0.8751,434.18,9.19,117.6,87.6,0.0,592.14
122.0,0,156.51,0.9665,37.02,26.09,0.1002,0.3068,0.8764,434.18,9.2,117.6,87.6,0.0,592.14
123.0,0,156.54,0.9665,37.02,26.09,0.1006,0.3063,0.875,434.18,9.2,117.6,87.6,0.0,592.14
124.0,0,156.63,0.9664,37.02,26.09,0.1002,0.3067,0.8764,434.18,9.21,117.6,87.6,0.0,592.14
125.0,0,156.63,0.9664,37.02,26.09,0.1006,0.3062,0.875,434.18,9.21,117.7,87.7,0.0,592.14
126.0,0,156.72,0.9663,37.02,26.09,0.1003,0.3067,0.8763,434.18,9.22,117.7,87.7,0.0,592.14
127.0,0,156.73,0.9664,37.03,26.09,0.1007,0.3062,0.8749,434.18,9.22,117.7,87.7,0.0,592.14
128.0,0,156.8,0.9663,37.03,26.09,0.1004,0.3067,0.8762,434.18,9.23,117.8,87.7,0.0,592.14
129.0,0,156.85,0.9663,37.03,26.09,0.1008,0.3062,0.8747,434.18,9.23,117.8,87.7,0.0,592.14
130.0,0,156.87,0.9662,37.03,26.09,0.1005,0.3066,0.876,434.18,9.23,117.8,87.7,0.0,592.14
131.0,0,156.97,0.9662,37.03,26.09,0.1009,0.3061,0.8746,434.18,9.24,117.8,87.7,0.0,592.05
132.0,0,156.96,0.9662,37.03,26.09,0.1006,0.3066,0.8759,434.18,9.24,117.9,87.7,0.0,591.9
133.0,0,157.07,0.9661,37.03,26.09,0.101,0.3061,0.8745,434.18,9.25,117.9,87.7,0.0,591.75
134.0,0,157.06,0.9661,37.03,26.09,0.1007,0.3065,0.8758,434.18,9.25,117.9,87.8,0.0,591.6
135.0,0,157.16,0.966,37.03,26.09,0.1011,0.306,0.8744,434.18,9.25,117.9,87.8,0.0,591.46
136.0,0,157.17,0.966,37.04,26.09,0.1008,0.3065,0.8756,434.18,9.26,117.9,87.8,0.0,591.31
137.0,0,157.22,0.966,37.04,26.09,0.1012,0.306,0.8742,434.18,9.26,118.0,87.8,0.0,591.16
138.0,0,157.28,0.966,37.04,26.09,0.1009,0.3064,0.8755,434.18,9.26,118.0,87.8,0.0,591.01
139.0,0,157.28,0.9659,37.04,26.09,0.1013,0.3059,0.8741,434.18,9.27,118.0,87.8,0.0,590.86
140.0,0,157.37,0.9659,37.04,26.09,0.101,0.3064,0.8753,434.18,9.27,118.0,87.8,0.0,590.71
141.0,0,157.36,0.9659,37.04,26.09,0.1014,0.3059,0.8739,434.18,9.27,118.1,87.8,0.0,590.56
142.0,0,157.44,0.9658,37.04,26.09,0.1012,0.3063,0.8752,434.18,9.28,118.1,87.8,0.0,590.41
143.0,0,157.46,0.9658,37.04,26.09,0.1016,0.3058,0.8737,434.18,9.28,118.1,87.8,0.0,590.26
144.0,0,157.5,0.9658,37.04,26.09,0.1013,0.3063,0.875,434.18,9.28,118.1,87.8,0.0,590.11
145.0,0,157.56,0.9658,37.04,26.09,0.1017,0.3058,0.8736,434.18,9.29,118.1,87.8,0.0,589.96
146.0,0,157.57,0.9657,37.05,26.09,0.1014,0.3062,0.8749,434.18,9.29,118.1,87.8,0.0,589.82
147.0,0,157.67,0.9657,37.05,26.09,0.1018,0.3057,0.8734,434.18,9.3,118.2,87.8,0.0,589.67
148.0,0,157.65,0.9657,37.05,26.09,0.1015,0.3061,0.8747,434.18,9.3,118.2,87.8,0.0,589.52
149.0,0,157.76,0.9656,37.05,26.09,0.1019,0.3056,0.8733,434.18,9.3,118.2,87.8,0.0,589.37
150.0,0,157.75,0.9657,37.05,26.09,0.1017,0.3061,0.8746,434.18,9.3,118.2,87.8,0.0,589.22
151.0,0,157.83,0.9656,37.05,26.09,0.1021,0.3056,0.8731,434.18,9.31,118.2,87.8,0.0,589.07
152.0,0,157.86,0.9656,37.05,26.09,0.1018,0.306,0.8744,434.18,9.31,118.2,87.8,0.0,588.92
153.0,0,157.89,0.9655,37.05,26.09,0.1022,0.3055,0.8729,434.18,9.31,118.3,87.8,0.0,588.77
154.0,0,157.95,0.9655,37.05,26.09,0.1009,0.3062,0.8748,434.18,9.18,119.2,90.4,0.0,588.62
155.0,0,157.49,0.9655,37.06,26.09,0.1016,0.306,0.8742,434.18,9.17,118.3,88.0,0.0,588.47
156.0,0,157.5,0.9655,37.06,26.09,0.1015,0.3059,0.8741,434.18,9.21,117.7,87.6,0.0,588.32
157.0,0,158.07,0.9655,37.06,26.09,0.1019,0.306,0.8742,434.18,9.11,118.6,89.9,0.0,588.17
158.0,0,158.08,0.9655,37.06,26.09,0.1016,0.3057,0.8734,434.18,9.0,118.7,90.0,0.0,588.02
159.0,0,157.89,0.9655,37.06,26.09,0.1016,0.3061,0.8745,434.18,8.96,118.4,88.0,0.0,587.88
160.0,0,158.2,0.9655,37.06,26.09,0.1026,0.3054,0.8725,434.18,9.15,116.9,88.5,0.0,587.73
161.0,0,158.8,0.9655,37.06,26.09,0.1018,0.3058,0.8737,434.18,9.0,118.1,89.5,0.0,587.58
162.0,0,158.68,0.9655,37.06,26.09,0.1023,0.3058,0.8737,434.18,8.95,118.0,89.5,0.0,587.43
163.0,0,158.7,0.9654,37.06,26.09,0.1024,0.3054,0.8725,434.18,8.92,117.8,89.3,0.0,587.28
164.0,0,158.73,0.9655,37.07,26.09,0.1023,0.3058,0.8736,434.18,8.91,117.7,89.2,0.0,587.13
165.0,0,158.98,0.9654,37.07,26.09,0.1028,0.3055,0.8728,434.18,8.89,117.5,89.1,0.0,586.98
166.0,0,159.14,0.9655,37.07,26.09,0.1027,0.3052,0.8721,434.18,8.89,117.4,88.9,0.0,586.83
167.0,0,159.29,0.9654,37.07,26.09,0.103,0.3055,0.8729,434.18,8.89,117.3,88.9,0.0,586.68
168.0,0,159.46,0.9654,37.07,26.09,0.1034,0.3051,0.8716,434.18,8.9,117.3,88.8,0.0,586.53
169.0,0,159.56,0.9654,37.07,26.09,0.103,0.3052,0.8721,434.18,8.9,117.3,88.8,0.0,586.38
170.0,0,159.64,0.9653,37.07,26.09,0.1036,0.3053,0.8722,434.18,8.91,117.4,88.8,0.0,586.23
171.0,0,159.61,0.9653,37.07,26.09,0.1038,0.3048,0.8708,434.18,8.91,117.4,88.9,0.0,586.08
172.0,0,159.68,0.9653,37.07,26.09,0.1036,0.3052,0.872,434.18,8.92,117.4,88.9,0.0,585.93
173.0,0,159.63,0.9653,37.08,26.09,0.1039,0.3051,0.8716,434.18,8.92,117.5,88.9,0.0,585.77
174.0,0,159.66,0.9652,37.08,26.09,0.1038,0.3047,0.8707,434.18,8.92,117.5,88.9,0.0,585.62
175.0,0,159.64,0.9652,37.08,26.09,0.1038,0.3051,0.8719,434.18,8.93,117.5,89.0,0.0,585.47
176.0,0,159.61,0.9652,37.08,26.09,0.1041,0.3048,0.871,434.18,8.93,117.6,89.0,0.0,585.32
177.0,0,159.63,0.9652,37.08,26.09,0.1037,0.3049,0.871,434.18,8.93,117.6,89.0,0.0,585.17
178.0,0,159.6,0.9652,37.08,26.09,0.1041,0.305,0.8715,434.18,8.93,117.6,89.0,0.0,585.02
179.0,0,159.67,0.9651,37.08,26.09,0.1043,0.3046,0.8703,434.18,8.93,117.6,89.0,0.0,584.87
180.0,0,159.63,0.9652,37.08,26.09,0.1038,0.3049,0.8713,434.18,8.93,117.6,89.0,0.0,584.72
181.0,0,159.7,0.9651,37.08,26.09,0.1044,0.3049,0.871,434.18,8.93,117.6,89.0,0.0,584.56
182.0,0,159.68,0.9651,37.09,26.09,0.1045,0.3044,0.8698,434.18,8.93,117.6,89.0,0.0,584.41
183.0,0,159.7,0.9651,37.09,26.09,0.1044,0.3049,0.8711,434.18,8.93,117.6,89.0,0.0,584.26
184.0,0,159.75,0.9651,37.09,26.09,0.1047,0.3046,0.8704,434.18,8.94,117.6,89.0,0.0,584.11
185.0,0,159.74,0.965,37.09,26.09,0.1045,0.3045,0.8699,434.18,8.94,117.6,89.0,0.0,583.96
186.0,0,159.8,0.965,37.09,26.09,0.1047,0.3048,0.8708,434.18,8.94,117.6,89.0,0.0,583.81
187.0,0,159.75,0.965,37.09,26.09,0.105,0.3044,0.8696,434.18,8.94,117.6,89.0,0.0,583.66
188.0,0,159.84,0.965,37.09,26.09,0.1045,0.3046,0.8703,434.18,8.95,117.7,89.0,0.0,583.51
189.0,0,159.8,0.965,37.09,26.09,0.105,0.3046,0.8703,434.18,8.94,117.7,89.0,0.0,583.36
190.0,0,159.84,0.9649,37.09,26.09,0.1052,0.3042,0.869,434.18,8.95,117.7,89.0,0.0,583.2
191.0,0,159.86,0.9649,37.1,26.09,0.105,0.3046,0.8702,434.18,8.95,117.7,89.0,0.0,583.05
192.0,0,159.83,0.9649,37.1,26.09,0.1053,0.3044,0.8698,434.18,8.95,117.7,89.0,0.0,582.9
193.0,0,159.89,0.9649,37.1,26.09,0.1053,0.3041,0.8688,434.18,8.95,117.7,89.0,0.0,582.75
194.0,0,159.85,0.9649,37.1,26.09,0.1053,0.3045,0.87,434.18,8.95,117.7,89.0,0.0,582.6
195.0,0,159.93,0.9648,37.1,26.09,0.1056,0.3042,0.8691,434.18,8.95,117.7,89.1,0.0,582.45
196.0,0,159.88,0.9649,37.1,26.09,0.1053,0.3042,0.8691,434.18,8.95,117.7,89.1,0.52,582.3
197.0,0,159.93,0.9648,37.1,26.09,0.1056,0.3044,0.8696,434.18,8.95,117.7,89.1,1.56,582.14
198.0,0,159.93,0.9649,37.1,26.09,0.1059,0.3039,0.8684,434.18,8.95,117.7,89.1,2.63,581.99
199.0,0,159.92,0.9648,37.1,26.09,0.1053,0.3043,0.8694,434.18,8.95,117.7,89.1,3.65,581.84
200.0,0,159.98,0.9648,37.1,26.09,0.1058,0.3042,0.8693,434.18,8.96,117.7,89.1,4.72,581.69
201.0,0,159.94,0.9648,37.11,26.09,0.1058,0.3039,0.8682,434.18,8.95,117.7,89.1,5.78,581.54
202.0,0,160.01,0.9647,37.11,26.09,0.1057,0.3043,0.8695,434.18,8.96,117.7,89.1,6.8,581.39
203.0,0,159.96,0.9648,37.11,26.09,0.1059,0.3041,0.8689,434.18,8.96,117.8,89.1,7.91,581.24
204.0,0,160.04,0.9647,37.11,26.09,0.1056,0.304,0.8685,434.18,8.96,117.8,89.1,8.92,581.08
205.0,0,160.01,0.9648,37.11,26.32,0.1058,0.3043,0.8694,434.18,8.96,117.8,89.1,9.96,580.93
206.0,0,160.02,0.9647,37.11,26.32,0.106,0.304,0.8684,434.18,8.96,117.8,89.1,11.09,580.78
207.0,0,160.02,0.9647,37.11,26.32,0.1054,0.3042,0.8692,434.18,8.96,117.8,89.1,12.06,580.63
208.0,0,160.0,0.9647,37.11,26.32,0.1059,0.3042,0.8693,434.18,8.96,117.8,89.1,13.14,580.48
209.0,0,160.05,0.9647,37.11,26.32,0.1059,0.3038,0.8681,434.18,8.96,117.8,89.1,14.26,580.33
210.0,0,160.0,0.9648,37.12,26.32,0.1057,0.3043,0.8693,434.18,8.96,117.8,89.1,15.23,580.17
211.0,0,160.07,0.9647,37.12,26.32,0.106,0.3041,0.869,434.18,8.96,117.8,89.1,16.41,580.02
212.0,0,160.02,0.9648,37.12,26.32,0.1058,0.3039,0.8682,434.18,8.96,117.8,89.1,17.41,579.87
213.0,0,160.06,0.9647,37.12,26.32,0.1058,0.3043,0.8694,434.18,8.96,117.8,89.1,18.41,579.72
214.0,0,160.07,0.9648,37.12,26.32,0.106,0.304,0.8686,434.18,8.96,117.8,89.1,19.61,579.57
215.0,0,160.09,0.9648,37.12,26.32,0.1056,0.3041,0.8687,434.18,8.96,117.8,89.1,20.54,579.42
216.0,0,160.13,0.9648,37.12,26.32,0.1059,0.3042,0.8693,434.18,8.97,117.8,89.1,21.6,579.26
217.0,0,160.09,0.9648,37.12,26.32,0.106,0.3038,0.8681,434.18,8.96,117.8,89.1,22.8,579.11
218.0,0,160.16,0.9648,37.13,26.32,0.1054,0.3042,0.8692,434.18,8.97,117.8,89.1,23.71,578.96
219.0,0,160.12,0.9648,37.13,26.32,0.106,0.3042,0.869,434.18,8.96,117.8,89.1,24.89,578.81
220.0,0,160.19,0.9648,37.13,26.32,0.106,0.3038,0.868,434.18,8.97,117.8,89.1,25.97,578.66
221.0,0,160.17,0.9648,37.13,26.32,0.1058,0.3043,0.8693,434.18,8.97,117.8,89.1,26.91,578.5
222.0,0,160.18,0.9648,37.13,26.32,0.1061,0.304,0.8687,434.18,8.97,117.8,89.1,28.19,578.35
223.0,0,160.19,0.9648,37.13,26.32,0.1058,0.3039,0.8683,434.18,8.97,117.8,89.1,29.1,578.2
224.0,0,160.17,0.9648,37.13,26.32,0.1059,0.3042,0.8692,434.18,8.97,117.8,89.1,30.12,578.05
225.0,0,160.23,0.9648,37.13,26.32,0.1061,0.3039,0.8682,434.18,8.97,117.8,89.1,31.41,577.9
226.0,0,160.18,0.9648,37.13,26.32,0.1056,0.3041,0.869,434.18,8.97,117.8,89.1,32.24,577.74
