Time_s,CTSresistance,HeartRate,OxygenSaturation,CoreTemperature,RespirationRate,FatigueLevel,TotalWorkRateLevel,AchievedExerciseLevel,TotalMetabolicRate_W,CardiacOutput,SBP,DBP,SweatRate,MuscleGlycogen
44.0,0,177.2,0.9844,36.95,34.48,0.0,0.5,1.0,584.2,9.33,102.5,76.4,0.0,592.18
45.0,0,177.2,0.9839,36.95,34.48,0.0,0.5,1.0,584.2,9.31,103.1,76.9,0.0,592.18
46.0,0,177.2,0.9833,36.95,34.48,0.0,0.5,1.0,584.2,9.31,103.6,77.5,0.0,592.18
47.0,0,177.2,0.9826,36.95,34.48,0.0,0.5,1.0,584.2,9.33,104.1,77.9,0.0,592.18
48.0,0,177.2,0.9819,36.95,34.09,0.0,0.5,1.0,584.2,9.36,104.6,78.2,0.0,592.18
49.0,0,177.2,0.9813,36.96,33.71,0.0,0.5,1.0,584.2,9.38,104.9,78.5,0.0,592.18
50.0,0,177.2,0.9806,36.96,33.71,0.0,0.5,1.0,584.2,9.41,105.2,78.7,0.0,592.18
51.0,0,177.2,0.9799,36.96,33.71,0.0,0.5,1.0,584.2,9.43,105.4,78.8,0.0,592.18
52.0,0,177.2,0.9793,36.96,33.71,0.0,0.5,1.0,584.2,9.46,105.6,78.9,0.0,592.18
53.0,0,177.2,0.9787,36.96,33.33,0.0,0.5,1.0,584.2,9.48,105.7,79.0,0.0,592.18
54.0,0,177.2,0.9781,36.96,33.33,0.0,0.5,1.0,584.2,9.5,105.8,79.0,0.0,592.18
55.0,0,177.2,0.9776,36.96,32.97,0.0,0.5,1.0,584.2,9.52,105.9,79.0,0.0,592.17
56.0,0,177.2,0.9771,36.97,32.97,0.0,0.5,1.0,584.2,9.53,105.9,79.0,0.0,592.17
57.0,0,177.2,0.9766,36.97,32.61,0.0,0.5,1.0,584.2,9.55,106.0,79.1,0.0,592.17
58.0,0,177.2,0.9762,36.97,32.26,0.0,0.5,1.0,584.2,9.56,106.0,79.1,0.0,592.17
59.0,0,177.2,0.9757,36.97,32.26,0.0,0.5,1.0,584.2,9.58,106.1,79.1,0.0,592.17
60.0,0,177.2,0.9753,36.97,31.91,0.0,0.5,1.0,584.2,9.6,106.2,79.1,0.0,592.17
61.0,0,177.2,0.9749,36.97,31.91,0.0,0.5,1.0,584.2,9.61,106.2,79.1,0.0,592.17
62.0,0,177.2,0.9745,36.97,31.58,0.0,0.5,1.0,584.2,9.63,106.3,79.2,0.0,592.17
63.0,0,177.2,0.9741,36.98,31.58,0.0,0.5,1.0,584.2,9.64,106.4,79.2,0.0,592.17
64.0,0,177.2,0.9738,36.98,31.25,0.1186,0.4299,0.8598,584.2,9.65,106.5,79.2,0.0,592.17
65.0,0,177.2,0.9734,36.98,31.25,0.1215,0.4293,0.8586,584.2,9.67,106.6,79.3,0.0,592.17
66.0,0,177.2,0.9731,36.98,31.25,0.1215,0.4293,0.8585,584.2,9.68,106.7,79.4,0.0,592.17
67.0,0,177.2,0.9728,36.98,31.25,0.1215,0.4292,0.8584,584.2,9.69,106.8,79.4,0.0,592.17
68.0,0,177.2,0.9725,36.98,30.93,0.1215,0.4291,0.8582,584.2,9.7,106.9,79.5,0.0,592.17
69.0,0,177.2,0.9722,36.99,30.93,0.1215,0.429,0.858,584.2,9.71,107.0,79.6,0.0,592.17
70.0,0,177.2,0.972,36.99,30.61,0.1214,0.4289,0.8579,584.2,9.72,107.1,79.7,0.0,592.17
71.0,0,177.2,0.9717,36.99,30.61,0.1213,0.4289,0.8579,584.2,9.73,107.2,79.8,0.0,592.16
72.0,0,177.2,0.9715,36.99,30.61,0.1212,0.429,0.858,584.2,9.74,107.3,79.9,0.0,592.16
73.0,0,177.2,0.9713,36.99,30.61,0.1211,0.4291,0.8582,584.2,9.75,107.4,79.9,0.0,592.16
74.0,0,177.2,0.9711,36.99,30.3,0.1209,0.4293,0.8586,584.2,9.76,107.5,80.0,0.0,592.16
75.0,0,177.2,0.9709,36.99,30.3,0.1208,0.4294,0.8588,584.2,9.76,107.6,80.1,0.0,592.16
76.0,0,177.2,0.9707,37.0,30.0,0.121,0.4295,0.859,584.2,9.77,107.7,80.2,0.0,592.16
77.0,0,177.2,0.9705,37.0,30.0,0.121,0.4295,0.859,584.2,9.78,107.8,80.3,0.0,592.16
78.0,0,177.2,0.9704,37.0,30.0,0.121,0.4295,0.8591,584.2,9.78,107.9,80.3,0.0,592.16
79.0,0,177.2,0.9701,37.0,30.0,0.1211,0.4296,0.8591,584.2,9.79,108.0,80.4,0.0,592.16
80.0,0,177.2,0.97,37.0,29.7,0.1211,0.4295,0.8591,584.2,9.79,108.1,80.5,0.0,592.16
81.0,0,177.2,0.9698,37.0,29.7,0.1211,0.4295,0.859,584.2,9.8,108.2,80.6,0.0,592.16
82.0,0,177.2,0.9697,37.01,29.7,0.1212,0.4295,0.8589,584.2,9.8,108.3,80.7,0.0,592.16
83.0,0,177.2,0.9695,37.01,29.7,0.1212,0.4294,0.8587,584.2,9.81,108.4,80.8,0.0,592.16
84.0,0,177.2,0.9694,37.01,29.7,0.1213,0.4293,0.8585,584.2,9.81,108.5,80.8,0.0,592.16
85.0,0,177.2,0.9692,37.01,29.7,0.1213,0.4292,0.8583,584.2,9.82,108.6,80.9,0.0,592.16
86.0,0,177.2,0.9691,37.01,29.41,0.1214,0.429,0.8581,584.2,9.82,108.7,81.0,0.0,592.15
87.0,0,177.2,0.9689,37.01,29.41,0.1214,0.429,0.8579,584.2,9.82,108.8,81.1,0.0,592.15
88.0,0,177.2,0.9689,37.01,29.41,0.1213,0.4289,0.8579,584.2,9.83,108.9,81.1,0.0,592.15
89.0,0,177.2,0.9687,37.02,29.41,0.1213,0.429,0.8579,584.2,9.83,108.9,81.2,0.0,592.15
90.0,0,177.2,0.9686,37.02,29.41,0.1212,0.4291,0.8581,584.2,9.83,109.0,81.3,0.0,592.15
91.0,0,177.2,0.9685,37.02,29.41,0.1211,0.4292,0.8584,584.2,9.83,109.1,81.4,0.0,592.15
92.0,0,177.2,0.9684,37.02,29.13,0.1211,0.4293,0.8586,584.2,9.83,109.2,81.4,0.0,592.13
93.0,0,177.2,0.9682,37.02,29.13,0.1213,0.4293,0.8586,584.2,9.84,109.2,81.5,0.0,591.89
94.0,0,177.2,0.9682,37.02,29.13,0.1214,0.4293,0.8586,584.2,9.84,109.3,81.5,0.0,591.65
95.0,0,177.2,0.968,37.03,29.13,0.1214,0.4293,0.8586,584.2,9.84,109.4,81.6,0.0,591.4
96.0,0,177.2,0.968,37.03,29.13,0.1215,0.4293,0.8585,584.2,9.84,109.5,81.7,0.0,591.16
97.0,0,177.2,0.9678,37.03,29.13,0.1216,0.4292,0.8584,584.2,9.84,109.5,81.7,0.0,590.92
98.0,0,177.2,0.9678,37.03,28.85,0.1217,0.4292,0.8583,584.2,9.85,109.6,81.8,0.0,590.67
99.0,0,177.2,0.9676,37.03,28.85,0.1217,0.4291,0.8582,584.2,9.85,109.7,81.8,0.0,590.43
100.0,0,177.2,0.9675,37.03,28.85,0.1218,0.429,0.858,584.2,9.85,109.7,81.9,0.0,590.19
101.0,0,177.2,0.9674,37.03,28.85,0.1219,0.4289,0.8577,584.2,9.85,109.8,82.0,0.0,589.94
102.0,0,177.2,0.9673,37.04,28.85,0.122,0.4287,0.8575,584.2,9.85,109.9,82.0,0.0,589.7
103.0,0,177.2,0.9672,37.04,28.85,0.122,0.4286,0.8573,584.2,9.85,109.9,82.1,0.0,589.45
104.0,0,177.2,0.9671,37.04,28.85,0.1221,0.4286,0.8571,584.2,9.85,110.0,82.1,0.0,589.21
105.0,0,177.2,0.967,37.04,28.85,0.1221,0.4285,0.857,584.2,9.85,110.0,82.2,0.0,588.96
106.0,0,177.2,0.9669,37.04,28.85,0.122,0.4285,0.8571,584.2,9.86,110.1,82.3,0.0,588.72
107.0,0,177.2,0.9668,37.04,28.85,0.122,0.4286,0.8572,584.2,9.86,110.2,82.3,0.0,588.47
108.0,0,177.2,0.9668,37.05,28.85,0.1219,0.4287,0.8575,584.2,9.86,110.2,82.4,0.0,588.22
109.0,0,177.2,0.9667,37.05,28.57,0.1219,0.4288,0.8576,584.2,9.86,110.3,82.4,0.0,587.98
110.0,0,177.2,0.9666,37.05,28.57,0.1222,0.4288,0.8576,584.2,9.86,110.3,82.5,0.0,587.73
111.0,0,177.2,0.9665,37.05,28.57,0.1222,0.4288,0.8576,584.2,9.86,110.4,82.5,0.0,587.49
112.0,0,177.2,0.9664,37.05,28.57,0.1223,0.4288,0.8575,584.2,9.86,110.4,82.6,0.0,587.24
113.0,0,177.2,0.9663,37.05,28.57,0.1224,0.4287,0.8574,584.2,9.86,110.5,82.6,0.0,586.99
114.0,0,177.2,0.9662,37.06,28.57,0.1225,0.4287,0.8573,584.2,9.86,110.5,82.7,0.0,586.75
115.0,0,177.2,0.9662,37.06,28.57,0.1226,0.4286,0.8572,584.2,9.86,110.6,82.7,0.0,586.5
116.0,0,177.2,0.966,37.06,28.57,0.1227,0.4285,0.857,584.2,9.86,110.7,82.8,0.0,586.25
117.0,0,177.2,0.966,37.06,28.57,0.1228,0.4284,0.8568,584.2,9.86,110.7,82.8,0.0,586.01
118.0,0,177.2,0.9659,37.06,28.57,0.1228,0.4283,0.8566,584.2,9.86,110.8,82.9,0.0,585.76
119.0,0,177.2,0.9659,37.06,28.57,0.1229,0.4282,0.8564,584.2,9.86,110.8,82.9,0.0,585.51
120.0,0,177.2,0.9657,37.07,28.57,0.123,0.4281,0.8562,584.2,9.86,110.9,83.0,0.0,585.27
121.0,0,177.2,0.9657,37.07,28.57,0.123,0.428,0.856,584.2,9.87,110.9,83.0,0.0,585.02
122.0,0,177.2,0.9656,37.07,28.57,0.123,0.428,0.856,584.2,9.87,110.9,83.0,0.0,584.77
123.0,0,177.2,0.9656,37.07,28.57,0.123,0.428,0.856,584.2,9.87,111.0,83.1,0.0,584.52
124.0,0,177.2,0.9655,37.07,28.57,0.1229,0.4281,0.8561,584.2,9.87,111.0,83.1,0.0,584.28
125.0,0,177.2,0.9655,37.07,28.57,0.1229,0.4282,0.8564,584.2,9.87,111.1,83.2,0.0,584.03
126.0,0,177.2,0.9654,37.07,28.57,0.1229,0.4282,0.8565,584.2,9.87,111.1,83.2,0.0,583.78
127.0,0,177.2,0.9654,37.08,28.57,0.1232,0.4282,0.8564,584.2,9.87,111.1,83.2,0.0,583.53
128.0,0,177.2,0.9653,37.08,28.57,0.1232,0.4282,0.8564,584.2,9.87,111.2,83.3,0.0,583.28
129.0,0,177.2,0.9652,37.08,28.57,0.1233,0.4282,0.8563,584.2,9.87,111.2,83.3,0.0,583.04
130.0,0,177.2,0.9652,37.08,28.57,0.1234,0.4281,0.8563,584.2,9.87,111.2,83.3,0.0,582.79
131.0,0,177.2,0.9651,37.08,28.57,0.1235,0.4281,0.8561,584.2,9.87,111.3,83.3,0.0,582.54
132.0,0,177.2,0.9651,37.08,28.57,0.1236,0.428,0.856,584.2,9.87,111.3,83.4,0.0,582.29
133.0,0,177.2,0.9651,37.09,28.57,0.1237,0.4279,0.8558,584.2,9.87,111.3,83.4,0.0,582.04
134.0,0,177.2,0.9651,37.09,28.57,0.1238,0.4278,0.8556,584.2,9.87,111.4,83.4,0.0,581.8
135.0,0,177.2,0.965,37.09,28.57,0.1238,0.4277,0.8554,584.2,9.87,111.4,83.5,0.0,581.55
136.0,0,177.2,0.965,37.09,28.57,0.1239,0.4276,0.8552,584.2,9.87,111.4,83.5,0.0,581.3
137.0,0,177.2,0.9649,37.09,28.57,0.124,0.4275,0.855,584.2,9.87,111.4,83.5,0.0,581.05
138.0,0,177.2,0.9649,37.09,28.57,0.124,0.4274,0.8548,584.2,9.87,111.5,83.5,0.0,580.8
139.0,0,177.2,0.9648,37.1,28.57,0.124,0.4274,0.8548,584.2,9.87,111.5,83.6,0.0,580.55
140.0,0,177.2,0.9648,37.1,28.57,0.124,0.4274,0.8548,584.2,9.87,111.5,83.6,0.0,580.31
141.0,0,177.2,0.9647,37.1,28.57,0.124,0.4275,0.855,584.2,9.87,111.5,83.6,0.0,580.06
142.0,0,177.2,0.9648,37.1,28.57,0.1239,0.4276,0.8552,584.2,9.87,111.6,83.6,0.71,579.81
143.0,0,177.2,0.9647,37.1,28.57,0.1239,0.4276,0.8552,584.2,9.87,111.6,83.6,2.21,579.56
144.0,0,177.2,0.9647,37.1,28.57,0.1242,0.4276,0.8552,584.2,9.88,111.6,83.6,3.72,579.31
145.0,0,177.2,0.9646,37.11,28.57,0.1243,0.4276,0.8552,584.2,9.88,111.6,83.7,5.23,579.06
146.0,0,177.2,0.9646,37.11,28.57,0.1244,0.4275,0.8551,584.2,9.88,111.6,83.7,6.74,578.81
147.0,0,177.2,0.9646,37.11,28.57,0.1245,0.4275,0.855,584.2,9.88,111.7,83.7,8.26,578.57
148.0,0,177.2,0.9646,37.11,28.57,0.1246,0.4274,0.8549,584.2,9.88,111.7,83.7,9.78,578.32
149.0,0,177.2,0.9645,37.11,28.57,0.1247,0.4274,0.8547,584.2,9.88,111.7,83.7,11.32,578.07
150.0,0,177.2,0.9645,37.11,28.57,0.1248,0.4273,0.8545,584.2,9.88,111.7,83.8,12.9,577.82
151.0,0,177.2,0.9645,37.12,28.57,0.1248,0.4272,0.8543,584.2,9.88,111.7,83.8,14.43,577.57
152.0,0,177.2,0.9644,37.12,28.57,0.1249,0.4271,0.8541,584.2,9.88,111.8,83.8,15.96,577.32
153.0,0,177.2,0.9644,37.12,28.57,0.125,0.4269,0.8539,584.2,9.88,111.8,83.8,17.49,577.07
154.0,0,177.2,0.9644,37.12,28.57,0.1251,0.4268,0.8537,584.2,9.88,111.8,83.8,19.02,576.82
155.0,0,177.2,0.9644,37.12,28.57,0.1251,0.4268,0.8535,584.2,9.88,111.8,83.8,20.53,576.58
156.0,0,177.2,0.9643,37.12,28.57,0.1251,0.4267,0.8535,584.2,9.88,111.8,83.9,22.04,576.33
157.0,0,177.2,0.9643,37.13,28.57,0.1251,0.4267,0.8535,584.2,9.88,111.8,83.9,23.53,576.08
158.0,0,177.2,0.9642,37.13,28.57,0.1251,0.4268,0.8536,584.2,9.88,111.9,83.9,25.03,575.83
159.0,0,177.2,0.9643,37.13,28.57,0.1251,0.4269,0.8538,584.2,9.88,111.9,83.9,26.54,575.58
160.0,0,177.2,0.9642,37.13,28.57,0.1251,0.4269,0.8539,584.2,9.88,111.9,83.9,28.08,575.33
161.0,0,177.2,0.9643,37.13,28.57,0.1254,0.4269,0.8539,584.2,9.88,111.9,83.9,29.62,575.08
162.0,0,177.2,0.9642,37.13,28.57,0.1255,0.4269,0.8538,584.2,9.88,111.9,83.9,31.16,574.83
163.0,0,177.2,0.9642,37.14,28.57,0.1256,0.4269,0.8537,584.2,9.88,111.9,83.9,32.71,574.58
164.0,0,177.2,0.9641,37.14,28.57,0.1257,0.4268,0.8536,584.2,9.88,111.9,84.0,34.26,574.33
165.0,0,177.2,0.9642,37.14,28.57,0.1258,0.4267,0.8535,584.2,9.88,112.0,84.0,35.83,574.08
166.0,0,177.2,0.9641,37.14,28.57,0.1259,0.4266,0.8533,584.2,9.88,112.0,84.0,37.47,573.83
167.0,0,177.2,0.9641,37.14,28.57,0.126,0.4266,0.8531,584.2,9.88,112.0,84.0,39.18,573.59
168.0,0,177.2,0.964,37.14,28.57,0.1261,0.4264,0.8529,584.2,9.88,112.0,84.0,40.74,573.34
169.0,0,177.2,0.9641,37.15,28.57,0.1261,0.4263,0.8527,584.2,9.88,112.0,84.0,42.3,573.09
170.0,0,177.2,0.964,37.15,28.57,0.1262,0.4262,0.8524,584.2,9.88,112.0,84.0,43.84,572.84
171.0,0,177.2,0.964,37.15,28.57,0.1263,0.4261,0.8522,584.2,9.88,112.0,84.0,45.37,572.59
172.0,0,177.2,0.964,37.15,28.57,0.1263,0.426,0.8521,584.2,9.88,112.0,84.1,46.89,572.34
173.0,0,177.2,0.964,37.15,28.57,0.1263,0.426,0.852,584.2,9.88,112.1,84.1,48.38,572.09
174.0,0,177.2,0.964,37.15,28.57,0.1263,0.426,0.8521,584.2,9.88,112.1,84.1,49.87,571.84
175.0,0,177.2,0.9639,37.15,28.57,0.1263,0.4261,0.8522,584.2,9.88,112.1,84.1,51.35,571.59
176.0,0,177.2,0.964,37.16,28.85,0.1263,0.4262,0.8524,584.2,9.88,112.1,84.1,52.85,571.34
177.0,0,177.2,0.9639,37.16,28.85,0.1263,0.4262,0.8524,584.2,9.88,112.1,84.1,54.41,571.09
178.0,0,177.2,0.964,37.16,28.85,0.1266,0.4262,0.8524,584.2,9.88,112.1,84.1,55.99,570.84
179.0,0,177.2,0.9639,37.16,28.85,0.1267,0.4262,0.8524,584.2,9.88,112.1,84.1,57.56,570.59
180.0,0,177.2,0.964,37.16,28.85,0.1267,0.4262,0.8524,584.2,9.88,112.1,84.1,59.13,570.34
181.0,0,177.2,0.9639,37.16,28.85,0.1267,0.4262,0.8523,584.2,9.88,112.1,84.1,60.71,570.09
182.0,0,177.2,0.964,37.17,28.85,0.1268,0.4261,0.8523,584.2,9.88,112.1,84.2,62.32,569.84
183.0,0,177.2,0.9639,37.17,28.85,0.1268,0.4261,0.8522,584.2,9.88,112.1,84.2,64.05,569.59
184.0,0,177.2,0.964,37.17,28.85,0.1268,0.426,0.8521,584.2,9.88,112.2,84.2,65.88,569.34
185.0,0,177.2,0.9639,37.17,28.85,0.1268,0.426,0.852,584.2,9.88,112.2,84.2,67.47,569.09
186.0,0,177.2,0.964,37.17,28.85,0.1269,0.4259,0.8518,584.2,9.88,112.2,84.2,69.05,568.84
187.0,0,177.2,0.964,37.17,28.85,0.1269,0.4258,0.8517,584.2,9.88,112.2,84.2,70.6,568.59
188.0,0,177.2,0.964,37.18,28.85,0.1269,0.4258,0.8515,584.2,9.88,112.2,84.2,72.13,568.34
189.0,0,177.2,0.964,37.18,28.85,0.1268,0.4257,0.8515,584.2,9.88,112.2,84.2,73.64,568.09
190.0,0,177.2,0.964,37.18,28.85,0.1268,0.4258,0.8515,584.2,9.88,112.2,84.2,75.12,567.84
191.0,0,177.2,0.964,37.18,28.85,0.1267,0.4258,0.8516,584.2,9.88,112.2,84.2,76.57,567.59
192.0,0,177.2,0.964,37.18,28.85,0.1266,0.4259,0.8518,584.2,9.88,112.2,84.2,78.03,567.34
193.0,0,177.2,0.964,37.18,28.85,0.1266,0.426,0.8521,584.2,9.88,112.2,84.2,79.53,567.09
194.0,0,177.2,0.964,37.19,28.85,0.1265,0.4261,0.8522,584.2,9.88,112.2,84.2,81.11,566.84
195.0,0,177.2,0.964,37.19,28.85,0.1268,0.4261,0.8522,584.2,9.88,112.2,84.2,82.71,566.59
196.0,0,177.2,0.964,37.19,28.85,0.1268,0.4261,0.8523,584.2,9.89,112.2,84.2,84.3,566.34
197.0,0,177.2,0.964,37.19,28.85,0.1268,0.4261,0.8522,584.2,9.89,112.2,84.2,85.9,566.09
198.0,0,177.2,0.9639,37.19,28.85,0.1268,0.4261,0.8522,584.2,9.89,112.2,84.2,87.51,565.84
199.0,0,177.2,0.964,37.19,28.85,0.1269,0.4261,0.8521,584.2,9.89,112.2,84.2,89.16,565.59
200.0,0,177.2,0.9639,37.2,28.85,0.1269,0.426,0.852,584.2,9.89,112.2,84.2,90.97,565.34
201.0,0,177.2,0.9639,37.2,28.85,0.1269,0.426,0.8519,584.2,9.89,112.2,84.2,92.93,565.09
202.0,0,177.2,0.9639,37.2,28.85,0.127,0.4259,0.8518,584.2,9.89,112.2,84.2,94.53,564.84
203.0,0,177.2,0.9639,37.2,28.85,0.127,0.4258,0.8517,584.2,9.89,112.2,84.2,96.13,564.59
204.0,0,177.2,0.9639,37.2,28.85,0.127,0.4258,0.8515,584.2,9.89,112.2,84.2,97.7,564.34
205.0,0,177.2,0.9639,37.2,28.85,0.127,0.4257,0.8514,584.2,9.89,112.2,84.2,99.23,564.09
206.0,0,177.2,0.9638,37.21,28.85,0.127,0.4257,0.8514,584.2,9.89,112.2,84.2,100.72,563.84
207.0,0,177.2,0.9639,37.21,28.85,0.1269,0.4257,0.8514,584.2,9.89,112.2,84.2,102.18,563.59
208.0,0,177.2,0.9638,37.21,28.85,0.1268,0.4257,0.8515,584.2,9.89,112.2,84.2,103.61,563.34
209.0,0,177.2,0.9639,37.21,28.85,0.1268,0.4258,0.8517,584.2,9.89,112.2,84.2,105.05,563.09
210.0,0,177.2,0.9638,37.21,28.85,0.1267,0.426,0.8519,584.2,9.89,112.2,84.2,106.53,562.84
211.0,0,177.2,0.9638,37.21,28.85,0.1266,0.426,0.8521,584.2,9.89,112.2,84.2,108.14,562.59
212.0,0,177.2,0.9638,37.22,28.85,0.1269,0.426,0.8521,584.2,9.89,112.2,84.2,109.76,562.34
213.0,0,177.2,0.9638,37.22,28.85,0.1269,0.426,0.8521,584.2,9.88,112.2,84.2,111.37,562.09
214.0,0,177.2,0.9637,37.22,28.85,0.1269,0.426,0.8521,584.2,9.88,112.2,84.2,112.99,561.84
215.0,0,177.2,0.9638,37.22,29.13,0.127,0.426,0.852,584.2,9.88,112.2,84.2,114.62,561.59
216.0,0,177.2,0.9637,37.22,29.13,0.127,0.426,0.852,584.2,9.88,112.2,84.2,116.31,561.34
217.0,0,177.2,0.9638,37.22,29.13,0.127,0.4259,0.8519,584.2,9.88,112.2,84.2,118.21,561.09
218.0,0,177.2,0.9637,37.23,29.13,0.1271,0.4259,0.8518,584.2,9.88,112.2,84.2,120.29,560.84
219.0,0,177.2,0.9638,37.23,29.13,0.1271,0.4258,0.8516,584.2,9.88,112.2,84.2,121.91,560.59
220.0,0,177.2,0.9638,37.23,29.13,0.1271,0.4257,0.8515,584.2,9.88,112.2,84.2,123.52,560.34
221.0,0,177.2,0.9638,37.23,29.13,0.1271,0.4257,0.8513,584.2,9.88,112.3,84.3,125.09,560.09
222.0,0,177.2,0.9638,37.23,29.13,0.1271,0.4256,0.8512,584.2,9.88,112.2,84.2,126.61,559.84
223.0,0,177.2,0.9638,37.23,29.13,0.1271,0.4256,0.8512,584.2,9.88,112.2,84.2,128.09,559.59
224.0,0,177.2,0.9638,37.24,29.13,0.127,0.4256,0.8512,584.2,9.88,112.2,84.2,129.52,559.34
225.0,0,177.2,0.9639,37.24,29.13,0.127,0.4257,0.8514,584.2,9.88,112.2,84.2,130.93,559.09
226.0,0,177.2,0.9639,37.24,29.13,0.1269,0.4258,0.8516,584.2,9.88,112.2,84.2,132.32,558.84
